Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (biological process)
A0A140VJU3	unreviewed	A0A140VJU3_HUMAN	Testicular tissue protein Li 170		BMP signaling pathway [GO:0030509]; branching involved in blood vessel morphogenesis [GO:0001569]; canonical Wnt signaling pathway [GO:0060070]; cardiac muscle cell apoptotic process [GO:0010659]; cellular response to extracellular stimulus [GO:0031668]; cellular response to X-ray [GO:0071481]; chondrocyte development [GO:0002063]; collagen fibril organization [GO:0030199]; convergent extension involved in axis elongation [GO:0060028]; digestive tract morphogenesis [GO:0048546]; embryonic digit morphogenesis [GO:0042733]; hematopoietic stem cell proliferation [GO:0071425]; male gonad development [GO:0008584]; mesodermal cell fate specification [GO:0007501]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cardiac muscle cell apoptotic process [GO:0010667]; negative regulation of cell migration [GO:0030336]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of dermatome development [GO:0061185]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; negative regulation of gene expression [GO:0010629]; negative regulation of mesodermal cell fate specification [GO:0042662]; negative regulation of peptidyl-tyrosine phosphorylation [GO:0050732]; negative regulation of planar cell polarity pathway involved in axis elongation [GO:2000041]; planar cell polarity pathway involved in axis elongation [GO:0003402]; planar cell polarity pathway involved in neural tube closure [GO:0090179]; positive regulation of angiogenesis [GO:0045766]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell growth [GO:0030307]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-anal tail morphogenesis [GO:0036342]; regulation of midbrain dopaminergic neuron differentiation [GO:1904956]; regulation of neuron projection development [GO:0010975]; regulation of stem cell division [GO:2000035]; response to nutrient [GO:0007584]; response to xenobiotic stimulus [GO:0009410]; sclerotome development [GO:0061056]; stem cell fate specification [GO:0048866]; Wnt signaling pathway involved in somitogenesis [GO:0090244]
A0A140VKC4	unreviewed	A0A140VKC4_HUMAN	Methyl-CpG-binding protein 2 (MeCp-2 protein) (MeCp2)	MECP2 hCG_37678	adult locomotory behavior [GO:0008344]; behavioral fear response [GO:0001662]; biogenic amine metabolic process [GO:0006576]; cardiolipin metabolic process [GO:0032048]; catecholamine secretion [GO:0050432]; cellular response to isoquinoline alkaloid [GO:0071317]; cellular response to potassium ion [GO:0035865]; cerebellum development [GO:0021549]; cerebral cortex development [GO:0021987]; dendrite development [GO:0016358]; excitatory postsynaptic potential [GO:0060079]; gene expression [GO:0010467]; genomic imprinting [GO:0071514]; glial cell proliferation [GO:0014009]; glucocorticoid metabolic process [GO:0008211]; glutamine metabolic process [GO:0006541]; heterochromatin formation [GO:0031507]; hippocampus development [GO:0021766]; inositol metabolic process [GO:0006020]; long-term memory [GO:0007616]; long-term synaptic potentiation [GO:0060291]; lung alveolus development [GO:0048286]; negative regulation of astrocyte differentiation [GO:0048712]; negative regulation of dendrite extension [GO:1903860]; negative regulation of dendritic spine development [GO:0061000]; negative regulation of locomotion involved in locomotory behavior [GO:0090327]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of primary miRNA processing [GO:2000635]; negative regulation of respiratory gaseous exchange [GO:1903941]; negative regulation of smooth muscle cell differentiation [GO:0051151]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system process involved in regulation of systemic arterial blood pressure [GO:0001976]; neuron maturation [GO:0042551]; Notch signaling pathway [GO:0007219]; olfactory bulb development [GO:0021772]; oligodendrocyte development [GO:0014003]; phosphatidylcholine metabolic process [GO:0046470]; positive regulation of anterograde dense core granule transport [GO:1901953]; positive regulation of branching morphogenesis of a nerve [GO:1905492]; positive regulation of dendrite extension [GO:1903861]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of retrograde dense core granule transport [GO:1901956]; positive regulation of synaptic plasticity [GO:0031915]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-embryonic development [GO:0009791]; principal sensory nucleus of trigeminal nerve development [GO:0021740]; proprioception [GO:0019230]; protein localization [GO:0008104]; regulation of action potential firing threshold [GO:0099611]; regulation of respiratory gaseous exchange by nervous system process [GO:0002087]; regulation of synapse organization [GO:0050807]; respiratory gaseous exchange by respiratory system [GO:0007585]; response to cocaine [GO:0042220]; response to estradiol [GO:0032355]; response to hypoxia [GO:0001666]; response to ionizing radiation [GO:0010212]; response to lead ion [GO:0010288]; response to other organism [GO:0051707]; sensory perception of pain [GO:0019233]; social behavior [GO:0035176]; spinal cord development [GO:0021510]; startle response [GO:0001964]; striatum development [GO:0021756]; synapse assembly [GO:0007416]; thalamus development [GO:0021794]; trans-synaptic signaling by BDNF [GO:0099191]; ventricular cardiac muscle tissue development [GO:0003229]; ventricular system development [GO:0021591]; visual learning [GO:0008542]
A0A2X0SFG1	unreviewed	A0A2X0SFG1_HUMAN	Phosphatidylinositol 3-kinase regulatory subunit alpha (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha)	PIK3R1	B cell differentiation [GO:0030183]; cellular response to UV [GO:0034644]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; insulin receptor signaling pathway [GO:0008286]; insulin-like growth factor receptor signaling pathway [GO:0048009]; intracellular glucose homeostasis [GO:0001678]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; myeloid leukocyte migration [GO:0097529]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell-matrix adhesion [GO:0001953]; negative regulation of osteoclast differentiation [GO:0045671]; negative regulation of stress fiber assembly [GO:0051497]; osteoclast differentiation [GO:0030316]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of focal adhesion disassembly [GO:0120183]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of leukocyte migration [GO:0002687]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; protein import into nucleus [GO:0006606]; regulation of protein localization to plasma membrane [GO:1903076]; response to endoplasmic reticulum stress [GO:0034976]; transcription by RNA polymerase II [GO:0006366]
A0A384P5C6	unreviewed	A0A384P5C6_HUMAN	Delta-like protein		astrocyte development [GO:0014002]; cerebellar molecular layer formation [GO:0021688]; cerebellar Purkinje cell layer structural organization [GO:0021693]; compartment pattern specification [GO:0007386]; endothelial tip cell fate specification [GO:0097102]; energy homeostasis [GO:0097009]; heart looping [GO:0001947]; inhibition of neuroepithelial cell differentiation [GO:0002085]; inner ear auditory receptor cell differentiation [GO:0042491]; lateral inhibition [GO:0046331]; left/right axis specification [GO:0070986]; loop of Henle development [GO:0072070]; marginal zone B cell differentiation [GO:0002315]; myeloid cell differentiation [GO:0030099]; negative regulation of cardiac muscle cell differentiation [GO:2000726]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of glial cell apoptotic process [GO:0034351]; negative regulation of hemocyte differentiation [GO:0045611]; negative regulation of inner ear auditory receptor cell differentiation [GO:0045608]; negative regulation of myeloid cell differentiation [GO:0045638]; negative regulation of myoblast differentiation [GO:0045662]; negative regulation of Notch signaling pathway [GO:0045746]; neuroepithelial cell differentiation [GO:0060563]; neuron fate specification [GO:0048665]; neuronal stem cell population maintenance [GO:0097150]; Notch signaling pathway involved in arterial endothelial cell fate commitment [GO:0060853]; organ growth [GO:0035265]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of endocytosis [GO:0045807]; positive regulation of gene expression [GO:0010628]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of skeletal muscle tissue growth [GO:0048633]; positive regulation of sprouting angiogenesis [GO:1903672]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proximal tubule development [GO:0072014]; proximal/distal pattern formation [GO:0009954]; regulation of blood pressure [GO:0008217]; regulation of cell adhesion [GO:0030155]; regulation of cell division [GO:0051302]; regulation of neurogenesis [GO:0050767]; regulation of somitogenesis [GO:0014807]; regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030947]; regulation of vascular endothelial growth factor signaling pathway [GO:1900746]; retina morphogenesis in camera-type eye [GO:0060042]; skeletal muscle tissue growth [GO:0048630]; skin epidermis development [GO:0098773]; somite specification [GO:0001757]; spinal cord development [GO:0021510]; type B pancreatic cell development [GO:0003323]
A0A499FJK2	unreviewed	A0A499FJK2_HUMAN	Transforming growth factor beta	TGFB1	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains [GO:0002460]; aortic valve morphogenesis [GO:0003180]; branch elongation involved in mammary gland duct branching [GO:0060751]; bronchiole development [GO:0060435]; canonical Wnt signaling pathway [GO:0060070]; cell morphogenesis [GO:0000902]; cellular response to dexamethasone stimulus [GO:0071549]; cellular response to glucose stimulus [GO:0071333]; cellular response to insulin-like growth factor stimulus [GO:1990314]; cellular response to ionizing radiation [GO:0071479]; cellular response to mechanical stimulus [GO:0071260]; cellular response to virus [GO:0098586]; columnar/cuboidal epithelial cell maturation [GO:0002069]; connective tissue development [GO:0061448]; defense response to fungus [GO:0050832]; digestive tract development [GO:0048565]; embryonic liver development [GO:1990402]; endoderm development [GO:0007492]; epithelial cell proliferation [GO:0050673]; epithelial to mesenchymal transition [GO:0001837]; extracellular matrix assembly [GO:0085029]; face morphogenesis [GO:0060325]; female pregnancy [GO:0007565]; frontal suture morphogenesis [GO:0060364]; gene expression [GO:0010467]; germ cell migration [GO:0008354]; inflammatory response [GO:0006954]; inner ear development [GO:0048839]; intracellular calcium ion homeostasis [GO:0006874]; Langerhans cell differentiation [GO:0061520]; lens fiber cell differentiation [GO:0070306]; liver regeneration [GO:0097421]; lung alveolus development [GO:0048286]; lymph node development [GO:0048535]; mammary gland branching involved in thelarche [GO:0060744]; muscle cell cellular homeostasis [GO:0046716]; myelination [GO:0042552]; negative regulation of biomineral tissue development [GO:0070168]; negative regulation of cell growth [GO:0030308]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of interleukin-17 production [GO:0032700]; negative regulation of neuroblast proliferation [GO:0007406]; negative regulation of ossification [GO:0030279]; negative regulation of phagocytosis [GO:0050765]; negative regulation of release of sequestered calcium ion into cytosol [GO:0051280]; negative regulation of T cell proliferation [GO:0042130]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neural tube closure [GO:0001843]; neuron apoptotic process [GO:0051402]; Notch signaling pathway [GO:0007219]; odontoblast differentiation [GO:0071895]; odontogenesis of dentin-containing tooth [GO:0042475]; oligodendrocyte development [GO:0014003]; osteoclast differentiation [GO:0030316]; phospholipid homeostasis [GO:0055091]; positive regulation of apoptotic process [GO:0043065]; positive regulation of branching involved in ureteric bud morphogenesis [GO:0090190]; positive regulation of cell division [GO:0051781]; positive regulation of collagen biosynthetic process [GO:0032967]; positive regulation of epithelial cell proliferation [GO:0050679]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of exit from mitosis [GO:0031536]; positive regulation of extracellular matrix assembly [GO:1901203]; positive regulation of fibroblast migration [GO:0010763]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of interleukin-17 production [GO:0032740]; positive regulation of microglia differentiation [GO:0014008]; positive regulation of mononuclear cell migration [GO:0071677]; positive regulation of odontogenesis [GO:0042482]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of regulatory T cell differentiation [GO:0045591]; positive regulation of SMAD protein signal transduction [GO:0060391]; positive regulation of smooth muscle cell differentiation [GO:0051152]; positive regulation of stem cell proliferation [GO:2000648]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of branching involved in mammary gland duct morphogenesis [GO:0060762]; regulation of cartilage development [GO:0061035]; regulation of enamel mineralization [GO:0070173]; regulation of interleukin-23 production [GO:0032667]; regulation of protein import into nucleus [GO:0042306]; regulation of sodium ion transport [GO:0002028]; regulation of striated muscle tissue development [GO:0016202]; regulatory T cell differentiation [GO:0045066]; response to estradiol [GO:0032355]; response to hypoxia [GO:0001666]; response to immobilization stress [GO:0035902]; response to laminar fluid shear stress [GO:0034616]; response to salt [GO:1902074]; response to vitamin D [GO:0033280]; response to xenobiotic stimulus [GO:0009410]; retina vasculature development in camera-type eye [GO:0061298]; stem cell proliferation [GO:0072089]; surfactant homeostasis [GO:0043129]; T cell homeostasis [GO:0043029]; T cell proliferation [GO:0042098]; tolerance induction to self antigen [GO:0002513]; transforming growth factor beta receptor signaling pathway [GO:0007179]; ureteric bud development [GO:0001657]; vasculogenesis [GO:0001570]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]
A0A7I2PJA1	unreviewed	A0A7I2PJA1_HUMAN	GLI family zinc finger 2	GLI2	anterior/posterior pattern specification [GO:0009952]; axon guidance [GO:0007411]; branching morphogenesis of an epithelial tube [GO:0048754]; cellular response to organic cyclic compound [GO:0071407]; cerebellar cortex morphogenesis [GO:0021696]; chondrocyte differentiation [GO:0002062]; cochlea morphogenesis [GO:0090103]; developmental growth [GO:0048589]; embryonic digestive tract development [GO:0048566]; embryonic digit morphogenesis [GO:0042733]; epithelial cell proliferation [GO:0050673]; floor plate formation [GO:0021508]; gene expression [GO:0010467]; heart development [GO:0007507]; hindgut morphogenesis [GO:0007442]; in utero embryonic development [GO:0001701]; kidney development [GO:0001822]; lung development [GO:0030324]; mammary gland duct morphogenesis [GO:0060603]; negative regulation of apoptotic process [GO:0043066]; negative regulation of chondrocyte differentiation [GO:0032331]; negative regulation of smoothened signaling pathway [GO:0045879]; negative regulation of transcription by RNA polymerase II [GO:0000122]; notochord regression [GO:0060032]; odontogenesis of dentin-containing tooth [GO:0042475]; osteoblast development [GO:0002076]; pituitary gland development [GO:0021983]; positive regulation of epithelial cell proliferation [GO:0050679]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of stem cell proliferation [GO:2000648]; prostatic bud formation [GO:0060513]; proximal/distal pattern formation [GO:0009954]; smoothened signaling pathway involved in dorsal/ventral neural tube patterning [GO:0060831]; smoothened signaling pathway involved in spinal cord motor neuron cell fate specification [GO:0021776]; smoothened signaling pathway involved in ventral spinal cord interneuron specification [GO:0021775]; spinal cord ventral commissure morphogenesis [GO:0021965]; stem cell proliferation [GO:0072089]
A0A7I2R3P8	unreviewed	A0A7I2R3P8_HUMAN	NACHT, LRR and PYD domains-containing protein 3	NLRP3	acute inflammatory response [GO:0002526]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to peptidoglycan [GO:0071224]; defense response to Gram-positive bacterium [GO:0050830]; defense response to virus [GO:0051607]; detection of biotic stimulus [GO:0009595]; NLRP3 inflammasome complex assembly [GO:0044546]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of interleukin-13 production [GO:0032736]; positive regulation of interleukin-4 production [GO:0032753]; positive regulation of interleukin-5 production [GO:0032754]; positive regulation of T-helper 17 cell differentiation [GO:2000321]; positive regulation of T-helper 2 cell cytokine production [GO:2000553]; positive regulation of T-helper 2 cell differentiation [GO:0045630]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein homooligomerization [GO:0051260]
A0A7I2SVS4	unreviewed	A0A7I2SVS4_HUMAN	Histone deacetylase (EC 3.5.1.98)	HDAC4	cell population proliferation [GO:0008283]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of glycolytic process [GO:0045820]; negative regulation of miRNA transcription [GO:1902894]; negative regulation of osteoblast differentiation [GO:0045668]; negative regulation of transcription by RNA polymerase II [GO:0000122]; osteoblast development [GO:0002076]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cardiac muscle contraction by calcium ion signaling [GO:0010882]; regulation of skeletal muscle fiber development [GO:0048742]; regulation of skeletal muscle fiber differentiation [GO:1902809]; response to denervation involved in regulation of muscle adaptation [GO:0014894]; skeletal system development [GO:0001501]
A0A7U3JW18	unreviewed	A0A7U3JW18_HUMAN	Fibroblast growth factor (FGF)	FGF5A	angiogenesis [GO:0001525]; blood vessel remodeling [GO:0001974]; branch elongation involved in salivary gland morphogenesis [GO:0060667]; bronchiole morphogenesis [GO:0060436]; bud elongation involved in lung branching [GO:0060449]; determination of left/right symmetry [GO:0007368]; embryonic camera-type eye development [GO:0031076]; embryonic digestive tract morphogenesis [GO:0048557]; embryonic genitalia morphogenesis [GO:0030538]; embryonic pattern specification [GO:0009880]; endothelial cell proliferation [GO:0001935]; epithelial cell proliferation involved in salivary gland morphogenesis [GO:0060664]; ERK1 and ERK2 cascade [GO:0070371]; establishment of mitotic spindle orientation [GO:0000132]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; female genitalia morphogenesis [GO:0048807]; fibroblast growth factor receptor apoptotic signaling pathway [GO:1902178]; fibroblast growth factor receptor signaling pathway involved in mammary gland specification [GO:0060595]; fibroblast proliferation [GO:0048144]; hair follicle morphogenesis [GO:0031069]; Harderian gland development [GO:0070384]; induction of positive chemotaxis [GO:0050930]; keratinocyte proliferation [GO:0043616]; lacrimal gland development [GO:0032808]; limb bud formation [GO:0060174]; lung alveolus development [GO:0048286]; lung proximal/distal axis specification [GO:0061115]; male genitalia morphogenesis [GO:0048808]; mammary gland bud formation [GO:0060615]; mesenchymal cell differentiation involved in lung development [GO:0060915]; mesenchymal-epithelial cell signaling involved in lung development [GO:0060496]; metanephros morphogenesis [GO:0003338]; muscle cell fate commitment [GO:0042693]; negative regulation of epithelial cell differentiation [GO:0030857]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of stem cell proliferation [GO:2000647]; odontogenesis of dentin-containing tooth [GO:0042475]; organ induction [GO:0001759]; otic vesicle formation [GO:0030916]; pancreas development [GO:0031016]; pituitary gland development [GO:0021983]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of gene expression [GO:0010628]; positive regulation of keratinocyte proliferation [GO:0010838]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of stem cell proliferation [GO:2000648]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030949]; positive regulation of white fat cell proliferation [GO:0070352]; prostatic bud formation [GO:0060513]; radial glial cell differentiation [GO:0060019]; regulation of activin receptor signaling pathway [GO:0032925]; regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling [GO:0060665]; regulation of smoothened signaling pathway [GO:0008589]; response to estradiol [GO:0032355]; response to lipopolysaccharide [GO:0032496]; secretion by lung epithelial cell involved in lung growth [GO:0061033]; semicircular canal fusion [GO:0060879]; smooth muscle cell differentiation [GO:0051145]; somatic stem cell population maintenance [GO:0035019]; spleen development [GO:0048536]; stem cell proliferation [GO:0072089]; submandibular salivary gland formation [GO:0060661]; thyroid gland development [GO:0030878]; tissue regeneration [GO:0042246]; type II pneumocyte differentiation [GO:0060510]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]; white fat cell differentiation [GO:0050872]; white fat cell proliferation [GO:0070343]; Wnt signaling pathway [GO:0016055]; wound healing [GO:0042060]
A0AVK6	reviewed	E2F8_HUMAN	Transcription factor E2F8 (E2F-8)	E2F8	cell cycle comprising mitosis without cytokinesis [GO:0033301]; chorionic trophoblast cell differentiation [GO:0060718]; fibroblast proliferation [GO:0048144]; hepatocyte differentiation [GO:0070365]; negative regulation of cytokinesis [GO:0032466]; negative regulation of transcription by RNA polymerase II [GO:0000122]; placenta development [GO:0001890]; positive regulation of DNA endoreduplication [GO:0032877]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; sprouting angiogenesis [GO:0002040]; trophoblast giant cell differentiation [GO:0060707]
A0JLT2	reviewed	MED19_HUMAN	Mediator of RNA polymerase II transcription subunit 19 (Lung cancer metastasis-related protein 1) (Mediator complex subunit 19)	MED19 LCMR1	positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; RNA polymerase II preinitiation complex assembly [GO:0051123]
A4D1W7	unreviewed	A4D1W7_HUMAN	Inhibin beta A chain (Activin beta-A chain)	INHBA hCG_17267 tcag7.474	autophagy [GO:0006914]; cardiac fibroblast cell development [GO:0060936]; cellular response to angiotensin [GO:1904385]; cellular response to cholesterol [GO:0071397]; cellular response to follicle-stimulating hormone stimulus [GO:0071372]; cellular response to hypoxia [GO:0071456]; cellular response to oxygen-glucose deprivation [GO:0090650]; cytokine-mediated signaling pathway [GO:0019221]; eyelid development in camera-type eye [GO:0061029]; hematopoietic progenitor cell differentiation [GO:0002244]; mesodermal cell differentiation [GO:0048333]; negative regulation of hair follicle development [GO:0051799]; positive regulation of collagen biosynthetic process [GO:0032967]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of ovulation [GO:0060279]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription by RNA polymerase III [GO:0045945]; response to aldosterone [GO:1904044]; SMAD protein signal transduction [GO:0060395]; transcription by RNA polymerase II [GO:0006366]
A4FUJ8	unreviewed	A4FUJ8_HUMAN	MKL1 protein	MKL1	positive regulation of transcription by RNA polymerase II [GO:0045944]; smooth muscle cell differentiation [GO:0051145]
A4LAA3	unreviewed	A4LAA3_HUMAN	Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked nuclear protein)	ATRX	cellular response to hydroxyurea [GO:0072711]; chromosome organization involved in meiotic cell cycle [GO:0070192]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; DNA repair [GO:0006281]; forebrain development [GO:0030900]; meiotic spindle organization [GO:0000212]; multicellular organism growth [GO:0035264]; positive regulation of nuclear cell cycle DNA replication [GO:0010571]; positive regulation of telomere maintenance [GO:0032206]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-embryonic forelimb morphogenesis [GO:0035128]; protein localization to chromosome, telomeric region [GO:0070198]; replication fork processing [GO:0031297]; seminiferous tubule development [GO:0072520]; Sertoli cell development [GO:0060009]; spermatogenesis [GO:0007283]; subtelomeric heterochromatin formation [GO:0031509]; transcription by RNA polymerase II [GO:0006366]
A6NCS4	reviewed	NKX26_HUMAN	Homeobox protein Nkx-2.6 (Homeobox protein NK-2 homolog F)	NKX2-6 NKX2F	atrial cardiac muscle cell development [GO:0055014]; cell differentiation [GO:0030154]; digestive tract development [GO:0048565]; embryonic heart tube development [GO:0035050]; epithelial cell apoptotic process [GO:1904019]; epithelial cell differentiation [GO:0030855]; epithelial cell proliferation [GO:0050673]; hypothalamus development [GO:0021854]; negative regulation of apoptotic process [GO:0043066]; negative regulation of epithelial cell apoptotic process [GO:1904036]; pericardium development [GO:0060039]; pharyngeal system development [GO:0060037]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of epithelial cell proliferation [GO:0050679]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; tongue development [GO:0043586]; ventricular cardiac muscle cell development [GO:0055015]
