Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (biological process)
B4DNE4	unreviewed	B4DNE4_HUMAN	Septin		cilium assembly [GO:0060271]; cytoskeleton-dependent cytokinesis [GO:0061640]; spermatogenesis [GO:0007283]
B4DPQ6	unreviewed	B4DPQ6_HUMAN	Septin		cilium assembly [GO:0060271]; cytoskeleton-dependent cytokinesis [GO:0061640]; spermatogenesis [GO:0007283]
B4DRJ9	unreviewed	B4DRJ9_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)		actomyosin structure organization [GO:0031032]; cortical actin cytoskeleton organization [GO:0030866]; embryonic morphogenesis [GO:0048598]; mitotic cytokinesis [GO:0000281]; regulation of cell junction assembly [GO:1901888]; Rho protein signal transduction [GO:0007266]
B4DS82	unreviewed	B4DS82_HUMAN	Beclin-1		apoptotic process [GO:0006915]; autophagosome assembly [GO:0000045]; cell division [GO:0051301]; cellular response to nitrogen starvation [GO:0006995]; defense response to virus [GO:0051607]; early endosome to late endosome transport [GO:0045022]; late endosome to vacuole transport [GO:0045324]
B4DUD6	unreviewed	B4DUD6_HUMAN	Septin		cilium assembly [GO:0060271]; cytoskeleton-dependent cytokinesis [GO:0061640]; spermatogenesis [GO:0007283]
B4DWX0	unreviewed	B4DWX0_HUMAN	cDNA FLJ57642, highly similar to Homo sapiens spire homolog 1 (SPIRE1), mRNA		actin filament network formation [GO:0051639]; actin filament polymerization [GO:0030041]; actin nucleation [GO:0045010]; cleavage furrow formation [GO:0036089]; establishment of meiotic spindle localization [GO:0051295]; Golgi vesicle transport [GO:0048193]; intracellular transport [GO:0046907]; polar body extrusion after meiotic divisions [GO:0040038]; protein transport [GO:0015031]
B4DXN3	unreviewed	B4DXN3_HUMAN	Charged multivesicular body protein 1a (Chromatin-modifying protein 1a)		autophagosome maturation [GO:0097352]; endosome transport via multivesicular body sorting pathway [GO:0032509]; late endosome to lysosome transport [GO:1902774]; late endosome to vacuole transport [GO:0045324]; midbody abscission [GO:0061952]; mitotic metaphase chromosome alignment [GO:0007080]; nuclear membrane reassembly [GO:0031468]; plasma membrane repair [GO:0001778]; protein transport [GO:0015031]; regulation of mitotic spindle assembly [GO:1901673]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]; viral budding from plasma membrane [GO:0046761]; viral budding via host ESCRT complex [GO:0039702]
B4DYS8	unreviewed	B4DYS8_HUMAN	Cohesin subunit SA (SCC3 homolog) (Stromal antigen)		cell division [GO:0051301]; chromosome segregation [GO:0007059]; sister chromatid cohesion [GO:0007062]
B4E049	unreviewed	B4E049_HUMAN	Septin		cilium assembly [GO:0060271]; cytoskeleton-dependent cytokinesis [GO:0061640]
B4E163	unreviewed	B4E163_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)		cell division [GO:0051301]; circadian regulation of gene expression [GO:0032922]; glycogen metabolic process [GO:0005977]; regulation of circadian rhythm [GO:0042752]
B4E1U9	unreviewed	B4E1U9_HUMAN	Cell division control protein 42 homolog (EC 3.6.5.2)		anatomical structure morphogenesis [GO:0009653]; Cdc42 protein signal transduction [GO:0032488]; cell division [GO:0051301]; endocytosis [GO:0006897]; establishment or maintenance of cell polarity [GO:0007163]; modification of synaptic structure [GO:0099563]; positive regulation of cellular component organization [GO:0051130]; regulation of filopodium assembly [GO:0051489]
B5MCX3	unreviewed	B5MCX3_HUMAN	Septin-2	SEPTIN2	cell division [GO:0051301]
B7ZB67	unreviewed	B7ZB67_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)		cell division [GO:0051301]; circadian regulation of gene expression [GO:0032922]; glycogen metabolic process [GO:0005977]; regulation of circadian rhythm [GO:0042752]
B7ZVZ1	unreviewed	B7ZVZ1_HUMAN	Septin	SEPT8	cytoskeleton-dependent cytokinesis [GO:0061640]
C9J0A7	unreviewed	C9J0A7_HUMAN	Charged multivesicular body protein 2B	CHMP2B	autophagosome maturation [GO:0097352]; late endosome to lysosome transport [GO:1902774]; midbody abscission [GO:0061952]; mitotic metaphase chromosome alignment [GO:0007080]; multivesicular body sorting pathway [GO:0071985]; nuclear membrane reassembly [GO:0031468]; plasma membrane repair [GO:0001778]; regulation of mitotic spindle assembly [GO:1901673]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]; viral budding from plasma membrane [GO:0046761]; viral budding via host ESCRT complex [GO:0039702]
C9J2G0	unreviewed	C9J2G0_HUMAN	BRISC and BRCA1-A complex member 2	BABAM2	apoptotic process [GO:0006915]; cell division [GO:0051301]; chromatin organization [GO:0006325]; double-strand break repair [GO:0006302]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; positive regulation of DNA repair [GO:0045739]; response to ionizing radiation [GO:0010212]
C9J9S3	unreviewed	C9J9S3_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP1CB	cell division [GO:0051301]; glycogen metabolic process [GO:0005977]
C9JP48	unreviewed	C9JP48_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP1CB	cell division [GO:0051301]; glycogen metabolic process [GO:0005977]
D6R9M0	unreviewed	D6R9M0_HUMAN	Kinesin-like protein	KIF2A	cell division [GO:0051301]; microtubule-based movement [GO:0007018]
E1YMX4	unreviewed	E1YMX4_HUMAN	M-phase inducer phosphatase (EC 3.1.3.48)	CDC25B	cell division [GO:0051301]; G2/M transition of mitotic cell cycle [GO:0000086]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; positive regulation of G2/MI transition of meiotic cell cycle [GO:0110032]
E9PMD7	unreviewed	E9PMD7_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP1CA	cell division [GO:0051301]; glycogen metabolic process [GO:0005977]
E9PQ80	unreviewed	E9PQ80_HUMAN	Charged multivesicular body protein 4A	CHMP4A	autophagosome maturation [GO:0097352]; late endosome to lysosome transport [GO:1902774]; midbody abscission [GO:0061952]; mitotic metaphase chromosome alignment [GO:0007080]; multivesicular body sorting pathway [GO:0071985]; nuclear membrane reassembly [GO:0031468]; plasma membrane repair [GO:0001778]; regulation of mitotic spindle assembly [GO:1901673]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]; viral budding from plasma membrane [GO:0046761]; viral budding via host ESCRT complex [GO:0039702]
E9PQI5	unreviewed	E9PQI5_HUMAN	Charged multivesicular body protein 4A	CHMP4A	autophagosome maturation [GO:0097352]; late endosome to lysosome transport [GO:1902774]; midbody abscission [GO:0061952]; mitotic metaphase chromosome alignment [GO:0007080]; multivesicular body sorting pathway [GO:0071985]; nuclear membrane reassembly [GO:0031468]; plasma membrane repair [GO:0001778]; regulation of mitotic spindle assembly [GO:1901673]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]; viral budding from plasma membrane [GO:0046761]; viral budding via host ESCRT complex [GO:0039702]
F6Q6H0	unreviewed	F6Q6H0_HUMAN	DNA endonuclease RBBP8	RBBP8	cell division [GO:0051301]; DNA repair [GO:0006281]; meiotic cell cycle [GO:0051321]
F8VR82	unreviewed	F8VR82_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP1CC	cell division [GO:0051301]; glycogen metabolic process [GO:0005977]
F8VUA2	unreviewed	F8VUA2_HUMAN	Charged multivesicular body protein 1a (Chromatin-modifying protein 1a)	CHMP1A	autophagosome maturation [GO:0097352]; late endosome to lysosome transport [GO:1902774]; midbody abscission [GO:0061952]; mitotic metaphase chromosome alignment [GO:0007080]; multivesicular body sorting pathway [GO:0071985]; nuclear membrane reassembly [GO:0031468]; plasma membrane repair [GO:0001778]; protein transport [GO:0015031]; regulation of mitotic spindle assembly [GO:1901673]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]; viral budding from plasma membrane [GO:0046761]; viral budding via host ESCRT complex [GO:0039702]
F8VVT7	unreviewed	F8VVT7_HUMAN	Charged multivesicular body protein 1a (Chromatin-modifying protein 1a)	CHMP1A	autophagosome maturation [GO:0097352]; late endosome to lysosome transport [GO:1902774]; midbody abscission [GO:0061952]; mitotic metaphase chromosome alignment [GO:0007080]; multivesicular body sorting pathway [GO:0071985]; nuclear membrane reassembly [GO:0031468]; plasma membrane repair [GO:0001778]; protein transport [GO:0015031]; regulation of mitotic spindle assembly [GO:1901673]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]; viral budding from plasma membrane [GO:0046761]; viral budding via host ESCRT complex [GO:0039702]
F8VYE8	unreviewed	F8VYE8_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP1CC	cell division [GO:0051301]; glycogen metabolic process [GO:0005977]
F8W0W8	unreviewed	F8W0W8_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP1CC	cell division [GO:0051301]; glycogen metabolic process [GO:0005977]
F8W733	unreviewed	F8W733_HUMAN	BRISC and BRCA1-A complex member 2	BABAM2	apoptotic process [GO:0006915]; cell division [GO:0051301]; chromatin organization [GO:0006325]; double-strand break repair [GO:0006302]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; positive regulation of DNA repair [GO:0045739]; response to ionizing radiation [GO:0010212]
H0Y3Y6	unreviewed	H0Y3Y6_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP1CB	cell division [GO:0051301]; glycogen metabolic process [GO:0005977]
H0YIN6	unreviewed	H0YIN6_HUMAN	Charged multivesicular body protein 4A	CHMP4A	autophagosome maturation [GO:0097352]; late endosome to lysosome transport [GO:1902774]; midbody abscission [GO:0061952]; mitotic metaphase chromosome alignment [GO:0007080]; multivesicular body sorting pathway [GO:0071985]; nuclear membrane reassembly [GO:0031468]; plasma membrane repair [GO:0001778]; regulation of mitotic spindle assembly [GO:1901673]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]; viral budding from plasma membrane [GO:0046761]; viral budding via host ESCRT complex [GO:0039702]
H3BTR4	unreviewed	H3BTR4_HUMAN	Centromere protein T	CENPT	cell division [GO:0051301]; kinetochore assembly [GO:0051382]
I3L3E4	unreviewed	I3L3E4_HUMAN	Charged multivesicular body protein 6	CHMP6	autophagosome maturation [GO:0097352]; late endosome to lysosome transport [GO:1902774]; midbody abscission [GO:0061952]; mitotic metaphase chromosome alignment [GO:0007080]; multivesicular body sorting pathway [GO:0071985]; nuclear membrane reassembly [GO:0031468]; plasma membrane repair [GO:0001778]; regulation of mitotic spindle assembly [GO:1901673]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]; viral budding from plasma membrane [GO:0046761]; viral budding via host ESCRT complex [GO:0039702]
I3L4A1	unreviewed	I3L4A1_HUMAN	Charged multivesicular body protein 6	CHMP6	autophagosome maturation [GO:0097352]; late endosome to lysosome transport [GO:1902774]; midbody abscission [GO:0061952]; mitotic metaphase chromosome alignment [GO:0007080]; multivesicular body sorting pathway [GO:0071985]; nuclear membrane reassembly [GO:0031468]; plasma membrane repair [GO:0001778]; regulation of mitotic spindle assembly [GO:1901673]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]; viral budding from plasma membrane [GO:0046761]; viral budding via host ESCRT complex [GO:0039702]
I3L4G8	unreviewed	I3L4G8_HUMAN	Charged multivesicular body protein 6	CHMP6	autophagosome maturation [GO:0097352]; late endosome to lysosome transport [GO:1902774]; midbody abscission [GO:0061952]; mitotic metaphase chromosome alignment [GO:0007080]; multivesicular body sorting pathway [GO:0071985]; nuclear membrane reassembly [GO:0031468]; plasma membrane repair [GO:0001778]; regulation of mitotic spindle assembly [GO:1901673]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]; viral budding from plasma membrane [GO:0046761]; viral budding via host ESCRT complex [GO:0039702]
I6L8A6	unreviewed	I6L8A6_HUMAN	DNA endonuclease RBBP8	RBBP8	cell division [GO:0051301]; DNA repair [GO:0006281]; meiotic cell cycle [GO:0051321]
J3KT86	unreviewed	J3KT86_HUMAN	Aurora kinase (EC 2.7.11.1)	AURKB	cell division [GO:0051301]
J3KTD6	unreviewed	J3KTD6_HUMAN	Aurora kinase (EC 2.7.11.1)	AURKB	cell division [GO:0051301]
J3QLN8	unreviewed	J3QLN8_HUMAN	Aurora kinase (EC 2.7.11.1)	AURKB	cell division [GO:0051301]
J3QR41	unreviewed	J3QR41_HUMAN	Aurora kinase (EC 2.7.11.1)	AURKB	cell division [GO:0051301]
M0QXX8	unreviewed	M0QXX8_HUMAN	Charged multivesicular body protein 2a (Chromatin-modifying protein 2a)	CHMP2A	autophagosome maturation [GO:0097352]; late endosome to lysosome transport [GO:1902774]; midbody abscission [GO:0061952]; mitotic metaphase chromosome alignment [GO:0007080]; multivesicular body sorting pathway [GO:0071985]; nuclear membrane reassembly [GO:0031468]; plasma membrane repair [GO:0001778]; regulation of mitotic spindle assembly [GO:1901673]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]; viral budding from plasma membrane [GO:0046761]; viral budding via host ESCRT complex [GO:0039702]
M0R0I0	unreviewed	M0R0I0_HUMAN	BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex)	BABAM1	cell division [GO:0051301]; chromatin organization [GO:0006325]; positive regulation of DNA repair [GO:0045739]
M0R193	unreviewed	M0R193_HUMAN	BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex)	BABAM1	cell division [GO:0051301]; chromatin organization [GO:0006325]; positive regulation of DNA repair [GO:0045739]
M0R1L7	unreviewed	M0R1L7_HUMAN	Charged multivesicular body protein 2a (Chromatin-modifying protein 2a)	CHMP2A	autophagosome maturation [GO:0097352]; late endosome to lysosome transport [GO:1902774]; midbody abscission [GO:0061952]; mitotic metaphase chromosome alignment [GO:0007080]; multivesicular body sorting pathway [GO:0071985]; nuclear membrane reassembly [GO:0031468]; plasma membrane repair [GO:0001778]; regulation of mitotic spindle assembly [GO:1901673]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]; viral budding from plasma membrane [GO:0046761]; viral budding via host ESCRT complex [GO:0039702]
M0R1T5	unreviewed	M0R1T5_HUMAN	Charged multivesicular body protein 2a (Chromatin-modifying protein 2a)	CHMP2A	autophagosome maturation [GO:0097352]; late endosome to lysosome transport [GO:1902774]; midbody abscission [GO:0061952]; mitotic metaphase chromosome alignment [GO:0007080]; multivesicular body sorting pathway [GO:0071985]; nuclear membrane reassembly [GO:0031468]; plasma membrane repair [GO:0001778]; regulation of mitotic spindle assembly [GO:1901673]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]; viral budding from plasma membrane [GO:0046761]; viral budding via host ESCRT complex [GO:0039702]
M0R2A4	unreviewed	M0R2A4_HUMAN	BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex)	BABAM1	cell division [GO:0051301]; chromatin organization [GO:0006325]; positive regulation of DNA repair [GO:0045739]
M0R2I2	unreviewed	M0R2I2_HUMAN	BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex)	BABAM1	cell division [GO:0051301]; chromatin organization [GO:0006325]; positive regulation of DNA repair [GO:0045739]
M0R2K3	unreviewed	M0R2K3_HUMAN	BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex)	BABAM1	cell division [GO:0051301]; chromatin organization [GO:0006325]; positive regulation of DNA repair [GO:0045739]
M0R3F4	unreviewed	M0R3F4_HUMAN	BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex)	BABAM1	cell division [GO:0051301]; chromatin organization [GO:0006325]; positive regulation of DNA repair [GO:0045739]
Q14DU5	unreviewed	Q14DU5_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)	ROCK2	actomyosin structure organization [GO:0031032]; cortical actin cytoskeleton organization [GO:0030866]; embryonic morphogenesis [GO:0048598]; mitotic cytokinesis [GO:0000281]; regulation of cell junction assembly [GO:1901888]; Rho protein signal transduction [GO:0007266]
Q3LIE9	unreviewed	Q3LIE9_HUMAN	Septin	Nbla02942	cilium assembly [GO:0060271]; cytoskeleton-dependent cytokinesis [GO:0061640]; spermatogenesis [GO:0007283]
Q4LE48	unreviewed	Q4LE48_HUMAN	Cohesin subunit SA (SCC3 homolog) (Stromal antigen)	STAG1 variant protein	cell division [GO:0051301]; chromosome segregation [GO:0007059]; sister chromatid cohesion [GO:0007062]
Q53G83	unreviewed	Q53G83_HUMAN	Small ribosomal subunit protein uS3 (EC 4.2.99.18) (40S ribosomal protein S3)		apoptotic process [GO:0006915]; cell division [GO:0051301]; DNA repair [GO:0006281]; positive regulation of apoptotic signaling pathway [GO:2001235]; regulation of translation [GO:0006417]; translation [GO:0006412]
Q541S4	unreviewed	Q541S4_HUMAN	Septin	SEPT6 hCG_23191	cilium assembly [GO:0060271]; cytoskeleton-dependent cytokinesis [GO:0061640]
Q548C9	unreviewed	Q548C9_HUMAN	Septin	SEPT6 hCG_23191	cilium assembly [GO:0060271]; cytoskeleton-dependent cytokinesis [GO:0061640]
Q59EY4	unreviewed	Q59EY4_HUMAN	Septin-7		cilium assembly [GO:0060271]; cytoskeleton-dependent cytokinesis [GO:0061640]; spermatogenesis [GO:0007283]
Q5JW53	unreviewed	Q5JW53_HUMAN	DSN1 component of MIS12 kinetochore complex	DSN1	cell division [GO:0051301]; chromosome segregation [GO:0007059]
Q5JW54	unreviewed	Q5JW54_HUMAN	DSN1 component of MIS12 kinetochore complex	DSN1	cell division [GO:0051301]; chromosome segregation [GO:0007059]
Q5T0G8	unreviewed	Q5T0G8_HUMAN	Annexin	ANXA11 hCG_22492	cytokinetic process [GO:0032506]; phagocytosis [GO:0006909]
Q5T178	unreviewed	Q5T178_HUMAN	Cyclin-dependent kinases regulatory subunit	CKS1B hCG_1739274	cell division [GO:0051301]; fibroblast proliferation [GO:0048144]; mitotic cell cycle phase transition [GO:0044772]; regulation of DNA-templated transcription [GO:0006355]; regulation of mitotic cell cycle [GO:0007346]
Q5Y191	unreviewed	Q5Y191_HUMAN	Aurora kinase (EC 2.7.11.1)	AURKC	cell division [GO:0051301]
Q643R0	unreviewed	Q643R0_HUMAN	HCTP4 (TPX2, microtubule-associated, homolog (Xenopus laevis), isoform CRA_b) (cDNA, FLJ92922)	HCTP4 TPX2 hCG_38821	cell division [GO:0051301]; mitotic spindle assembly [GO:0090307]; regulation of mitotic spindle organization [GO:0060236]
Q6AI02	unreviewed	Q6AI02_HUMAN	Cohesin subunit SA (SCC3 homolog) (Stromal antigen)	DKFZp686P168	cell division [GO:0051301]; chromosome segregation [GO:0007059]; sister chromatid cohesion [GO:0007062]
Q6MZM3	unreviewed	Q6MZM3_HUMAN	Cohesin subunit SA (SCC3 homolog) (Stromal antigen)	DKFZp686C21148	cell division [GO:0051301]; chromosome segregation [GO:0007059]; sister chromatid cohesion [GO:0007062]
Q6MZM4	unreviewed	Q6MZM4_HUMAN	Cohesin subunit SA (SCC3 homolog) (Stromal antigen)	DKFZp686P16143	cell division [GO:0051301]; chromosome segregation [GO:0007059]; sister chromatid cohesion [GO:0007062]
Q6MZP3	unreviewed	Q6MZP3_HUMAN	Cohesin subunit SA (SCC3 homolog) (Stromal antigen)	DKFZp686I05169	cell division [GO:0051301]; chromosome segregation [GO:0007059]; sister chromatid cohesion [GO:0007062]
Q6MZW8	unreviewed	Q6MZW8_HUMAN	M-phase inducer phosphatase (EC 3.1.3.48)	DKFZp686G14213	cell division [GO:0051301]; G2/M transition of mitotic cell cycle [GO:0000086]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; positive regulation of G2/MI transition of meiotic cell cycle [GO:0110032]
Q6NT82	unreviewed	Q6NT82_HUMAN	Septin	SEPT6	cilium assembly [GO:0060271]; cytoskeleton-dependent cytokinesis [GO:0061640]
Q86VX4	unreviewed	Q86VX4_HUMAN	Structural maintenance of chromosomes protein	SMC3	cell division [GO:0051301]; meiotic cell cycle [GO:0051321]; mitotic sister chromatid cohesion [GO:0007064]
Q8IYS8	reviewed	BD1L2_HUMAN	Biorientation of chromosomes in cell division protein 1-like 2 (Biorientation of chromosomes in cell division protein 1 pseudogene) (Protein FAM44C)	BOD1L2 BOD1P FAM44C	cell division [GO:0051301]
Q8N9V7	reviewed	TOPZ1_HUMAN	Protein TOPAZ1 (Testis- and ovary-specific PAZ domain-containing protein 1)	TOPAZ1 C3orf77	apoptotic process [GO:0006915]; ectopic germ cell programmed cell death [GO:0035234]; spermatocyte division [GO:0048137]
Q8TC62	unreviewed	Q8TC62_HUMAN	Septin	SEPT7	cilium assembly [GO:0060271]; cytoskeleton-dependent cytokinesis [GO:0061640]; spermatogenesis [GO:0007283]
Q8WVI7	reviewed	PPR1C_HUMAN	Protein phosphatase 1 regulatory subunit 1C (Inhibitor-5 of protein phosphatase 1) (IPP5)	PPP1R1C	cell division [GO:0051301]; intracellular signal transduction [GO:0035556]
Q96KC0	unreviewed	Q96KC0_HUMAN	Septin-11		cilium assembly [GO:0060271]; cytoskeleton-dependent cytokinesis [GO:0061640]
Q9BTV7	reviewed	CABL2_HUMAN	CDK5 and ABL1 enzyme substrate 2 (Interactor with CDK3 2) (Ik3-2)	CABLES2 C20orf150	cell division [GO:0051301]; regulation of cell cycle [GO:0051726]
Q9UPN1	unreviewed	Q9UPN1_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP1CC	cell division [GO:0051301]; glycogen metabolic process [GO:0005977]
V9GYM8	unreviewed	V9GYM8_HUMAN	Rho guanine nucleotide exchange factor 2 (Guanine nucleotide exchange factor H1)	ARHGEF2	cell differentiation [GO:0030154]; cell division [GO:0051301]; innate immune response [GO:0045087]; nervous system development [GO:0007399]
V9HW04	unreviewed	V9HW04_HUMAN	Serine/threonine-protein phosphatase (EC 3.1.3.16)	HEL-S-80p	cell division [GO:0051301]; circadian regulation of gene expression [GO:0032922]; entrainment of circadian clock by photoperiod [GO:0043153]; glycogen metabolic process [GO:0005977]
V9HW16	unreviewed	V9HW16_HUMAN	Aurora kinase (EC 2.7.11.1)	HEL-S-90	cell division [GO:0051301]; mitotic spindle organization [GO:0007052]; regulation of cytokinesis [GO:0032465]
X5DP35	unreviewed	X5DP35_HUMAN	NudE neurodevelopment protein 1 isoform A	NDE1	cell differentiation [GO:0030154]; cell division [GO:0051301]; cell migration [GO:0016477]; centrosome localization [GO:0051642]; chromosome segregation [GO:0007059]; establishment of chromosome localization [GO:0051303]; establishment of mitotic spindle orientation [GO:0000132]; microtubule nucleation [GO:0007020]; mitotic centrosome separation [GO:0007100]; nervous system development [GO:0007399]; vesicle transport along microtubule [GO:0047496]
X5DR54	unreviewed	X5DR54_HUMAN	Epididymis secretory sperm binding protein (NudE neurodevelopment protein 1 isoform B) (NudE nuclear distribution gene E homolog 1 (A. nidulans), isoform CRA_b)	NDE1 hCG_38895	cell division [GO:0051301]; centrosome duplication [GO:0051298]; centrosome localization [GO:0051642]; cerebral cortex development [GO:0021987]; chromosome segregation [GO:0007059]; establishment of chromosome localization [GO:0051303]; establishment of mitotic spindle orientation [GO:0000132]; microtubule nucleation [GO:0007020]; mitotic centrosome separation [GO:0007100]; neuroblast proliferation [GO:0007405]; neuron migration [GO:0001764]; vesicle transport along microtubule [GO:0047496]
X6RJS7	unreviewed	X6RJS7_HUMAN	Lys-63-specific deubiquitinase (EC 3.4.19.-)	BRCC3	cell division [GO:0051301]; double-strand break repair [GO:0006302]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; positive regulation of DNA repair [GO:0045739]; proteolysis [GO:0006508]; response to ionizing radiation [GO:0010212]
A0A024QZP7	unreviewed	A0A024QZP7_HUMAN	Cyclin dependent kinase 1	CDK1	cell division [GO:0051301]
A0A0G3DHS8	unreviewed	A0A0G3DHS8_HUMAN	Pluripotent specific cyclin E1	pCCNE1	cell division [GO:0051301]; G1/S transition of mitotic cell cycle [GO:0000082]
A0A0J9YY14	unreviewed	A0A0J9YY14_HUMAN	NudE neurodevelopment protein 1	NDE1	cell differentiation [GO:0030154]; cell division [GO:0051301]; nervous system development [GO:0007399]
A0A0S2Z5A5	unreviewed	A0A0S2Z5A5_HUMAN	Septin 9 isoform 1	SEPT9	cytoskeleton-dependent cytokinesis [GO:0061640]
A0A0S2Z5M9	unreviewed	A0A0S2Z5M9_HUMAN	Cell division cycle 73 Paf1/RNA polymerase II complex component-like protein isoform 1	CDC73	cell division [GO:0051301]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; transcription elongation by RNA polymerase II [GO:0006368]
A0A0S2Z5W9	unreviewed	A0A0S2Z5W9_HUMAN	Septin 9 isoform 3	SEPT9	cytoskeleton-dependent cytokinesis [GO:0061640]
A0A140VJG0	unreviewed	A0A140VJG0_HUMAN	Cyclin-A1		cell division [GO:0051301]; mitotic cell cycle phase transition [GO:0044772]
A0A140VJU2	unreviewed	A0A140VJU2_HUMAN	Testicular tissue protein Li 168		cytoskeleton-dependent cytokinesis [GO:0061640]
A0A140VJV9	unreviewed	A0A140VJV9_HUMAN	Testicular tissue protein Li 186		fertilization [GO:0009566]; homologous chromosome pairing at meiosis [GO:0007129]; meiotic DNA repair synthesis [GO:0000711]; regulation of meiotic cell cycle [GO:0051445]; reproductive system development [GO:0061458]; spermatocyte division [GO:0048137]
A0A1W2PRU0	unreviewed	A0A1W2PRU0_HUMAN	Alpha-endosulfine	ENSA	cell division [GO:0051301]
A0A220T1R9	unreviewed	A0A220T1R9_HUMAN	ANKLE2	ANKLE2	cell division [GO:0051301]; negative regulation of phosphorylation [GO:0042326]; positive regulation of protein dephosphorylation [GO:0035307]
A0A2R8Y420	unreviewed	A0A2R8Y420_HUMAN	Protein 4.1 (Band 4.1) (Erythrocyte membrane protein band 4.1)	EPB41	cell division [GO:0051301]; cortical actin cytoskeleton organization [GO:0030866]
A0A2R8Y4N6	unreviewed	A0A2R8Y4N6_HUMAN	Protein 4.1 (Band 4.1) (Erythrocyte membrane protein band 4.1)	EPB41	cell division [GO:0051301]; cortical actin cytoskeleton organization [GO:0030866]
A0A2R8Y6D0	unreviewed	A0A2R8Y6D0_HUMAN	Protein 4.1 (Band 4.1) (Erythrocyte membrane protein band 4.1)	EPB41	cell division [GO:0051301]; cortical actin cytoskeleton organization [GO:0030866]
A0A2R8Y7N0	unreviewed	A0A2R8Y7N0_HUMAN	Protein 4.1 (Band 4.1) (Erythrocyte membrane protein band 4.1)	EPB41	cell division [GO:0051301]; cortical actin cytoskeleton organization [GO:0030866]
A0A2X0U4T9	unreviewed	A0A2X0U4T9_HUMAN	RACGAP1	RACGAP1	mitotic cytokinesis [GO:0000281]; mitotic spindle midzone assembly [GO:0051256]; regulation of small GTPase mediated signal transduction [GO:0051056]; Rho protein signal transduction [GO:0007266]
A0A3B3ITC5	unreviewed	A0A3B3ITC5_HUMAN	Protein 4.1 (Band 4.1) (Erythrocyte membrane protein band 4.1)	EPB41	cell division [GO:0051301]
A0A3B3ITM0	unreviewed	A0A3B3ITM0_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-1 (Adenylate cyclase-inhibiting G alpha protein)	GNAI1	adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; cell division [GO:0051301]
A0A3B3ITP0	unreviewed	A0A3B3ITP0_HUMAN	Protein 4.1 (Band 4.1) (Erythrocyte membrane protein band 4.1)	EPB41	cell division [GO:0051301]
